signature,body,docstring,id
fun main(a: A),"{
    a.foo("""", null)<!UNNECESSARY_SAFE_CALL!>?.<!>length
    a.foo("""", null).length
    a.foo(<!NULL_FOR_NONNULL_TYPE!>null<!>, """").length

    a.bar("""", """")?.length
    a.bar("""", """").length
    a.bar(null, <!NULL_FOR_NONNULL_TYPE!>null<!>).length
}","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_VARIABLE -UNUSED_PARAMETER
// JSR305_GLOBAL_REPORT: strict

// FILE: spr/Nullable.java",c1f5
fun one(),= 1,"// TARGET_BACKEND: JVM_IR

// IMPORTANT!
// Please, when your changes cause failures in bytecodeText tests for 'for' loops,
// examine the resulting bytecode shape carefully.
// Range and progression-based loops generated with Kotlin compiler should be
// as close as possible to Java counter loops ('for (int i = a; i < b; ++i) { ... }').
// Otherwise it may result in performance regression due to missing HotSpot optimizations.
// Run Kotlin compiler benchmarks (https://github.com/Kotlin/kotlin-benchmarks)
// with compiler built from your changes if you are not sure.",f1e7
fun foo(),"}

expect enum class ENUM01

expect annotation class ANNO01

// MODULE: m2-jvm()()(m1-common)
// FILE: jvm.kt

object ActualObject {
     {}","// MODULE: m1-common
// FILE: common.kt",519f
fun box(),: String = f,// FILE: 2.kt,4f27
fun box(),": String {
    return object : Test2 {}","// !JVM_DEFAULT_MODE: all-compatibility
// JVM_TARGET: 1.8
// WITH_STDLIB
// MODULE: lib
// FILE: 1.kt",4f27
fun attributes(),": Map<String, String> = H","// FIR_IDENTICAL
// KT-287 Infer constructor type arguments",bff5
fun test(),"{
    val x = ClassWithExternalAnnotatedMembers()
    x.externalNotNullField<!UNNECESSARY_SAFE_CALL!>?.<!>foo()
    x.explicitNotNullField<!UNNECESSARY_SAFE_CALL!>?.<!>foo()

    ClassWithExternalAnnotatedMembers.staticExternalNotNullField<!UNNECESSARY_SAFE_CALL!>?.<!>foo()
    ClassWithExternalAnnotatedMembers.staticExplicitNotNullField<!UNNECESSARY_SAFE_CALL!>?.<!>foo()
}","// FIR_IDENTICAL
// FILE: ClassWithExternalAnnotatedMembers.java",fe98
fun box(),": String {
    val a: dynamic = js(""{ \""--invalid--property@\"": 42 }","// IGNORE_BACKEND: JS
// !LANGUAGE: +JsAllowInvalidCharsIdentifiersEscaping",4f27
fun invoke(j: J),": String {
    // Check that there's something sensible in the EnclosingMethod; crashes if it's not the case.
    j.javaClass.enclosingMethod

    return j()
}","// TARGET_BACKEND: JVM
// WITH_STDLIB
// FILE: test.kt",fc4c
fun test(condition: Boolean),"{
    val list1 =
        if (condition) mutableListOf<Int>()
        else emptyList()

    list1

    val list2 =
        if (condition) mutableListOf()
        else emptyList<Int>()

    list2
}",// !DIAGNOSTICS: -UNUSED_EXPRESSION,46fc
fun box(),": String {
    for ((i, v) in listOf(4, 5, 6, 7).indices.withIndex()) {
    }","// IMPORTANT!
// Please, when your changes cause failures in bytecodeText tests for 'for' loops,
// examine the resulting bytecode shape carefully.
// Range and progression-based loops generated with Kotlin compiler should be
// as close as possible to Java counter loops ('for (int i = a; i < b; ++i) { ... }').
// Otherwise it may result in performance regression due to missing HotSpot optimizations.
// Run Kotlin compiler benchmarks (https://github.com/Kotlin/kotlin-benchmarks)
// with compiler built from your changes if you are not sure.",4f27
fun main(),"{
    fun foo(m: Map<String, (Array<Int>) -> Unit>) {}","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_PARAMETER -UNUSED_ANONYMOUS_PARAMETER",d987
fun b(),{},"// !DIAGNOSTICS: -INVISIBLE_MEMBER -INVISIBLE_REFERENCE

// FILE: b.kt",4df1
fun c(),{},// FILE: c.kt,baea
fun d(),{},// FILE: d.kt,7213
fun e(),{},// FILE: e.kt,6566
fun bar(),": B<Int>
}

interface B<T>
fun <E> foo(block: B<E>.() -> Unit): B<E> = T","// FIR_IDENTICAL
// ISSUE: KT-64222",66c3
fun test_1(),"{
    while (true) {

    }","// LANGUAGE: +ProhibitSimplificationOfNonTrivialConstBooleanExpressions
// DIAGNOSTICS: -UNUSED_VARIABLE",dda0
fun NestedInA(),<!> {},"// FIR_IDENTICAL
// ISSUE: KT-62005",8be6
fun foo(),": Any
    val x: Any
}

interface B : A {
    override : Any
    override val x: Any
}","// SCOPE_DUMP: C:foo;x, Explicit:foo;x, Implicit:foo;x",519f
fun foo(function: MySuspendFunction),{},"// ISSUE: KT-50997
// JVM_ABI_K1_K2_DIFF: KT-63877",de3d
fun component1(),= 1,//KT-2643 Support multi-declarations in Data-Flow analysis,fd7c
fun box(),": String {
    if (A.a != 2) return ""FAIL1""
    val instance = A<Int>()
    return if (instance.a != 1) ""FAIL2"" else ""OK""
}","// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses, +GenericInlineClassParameter",4f27
fun explicitType(),: String? = n,// MEMBER_NAME_FILTER: resolveMe,12bc
fun f(e: E),= w,"// TARGET_BACKEND: JVM
// FILE: E.java",b992
fun reversed(),": SortedSet<Int> {
        return null!!
    }","// SKIP_KT_DUMP
// TARGET_BACKEND: JVM
// JDK_KIND: FULL_JDK_21
// WITH_STDLIB

// FILE: 1.kt",a30f
fun box(),": String {
    testR0xE0()
    testR0xE1()
    testR0xE2()
    testR0xE3()
    testR0xE4()
    testR1xE0()
    testR1xE1()
    testR1xE2()
    testR1xE3()
    testR1xE4()
    return ""OK""
}","// Auto-generated by GenerateInRangeExpressionTestData. Do not edit!
// WITH_STDLIB",4f27
fun test(),": Foo<String> {
    return <!DEBUG_INFO_EXPRESSION_TYPE(""Foo<kotlin.String>"")!>Foo.create()<!>
}","// FIR_IDENTICAL
// JSPECIFY_STATE: strict
// !LANGUAGE: +TypeEnhancementImprovementsInStrictMode
// MUTE_FOR_PSI_CLASS_FILES_READING

// FILE: Foo.java",fe98
fun foo(),= 4,"// FIR_IDENTICAL
// !LANGUAGE: +ProhibitVisibilityOfNestedClassifiersFromSupertypesOfCompanion
// See KT-21515 for a class diagram and details

// class is to prevent accidental short-name import",519f
fun box(),": String {
    return C().<!INVISIBLE_MEMBER!>a<!>
}",// FILE: B.java,4f27
fun result(),"= ""","// !JVM_DEFAULT_MODE: all-compatibility
// TARGET_BACKEND: JVM
// JVM_TARGET: 1.8
// WITH_STDLIB",5880
fun addImport(import: String),"{
        addImportsFromString(import)
    }",// Increment the modification stamp,c5b8
fun appendImports(rawImports: String),": Boolean {
        if (rawImports.isEmpty()) {
            return false
        }","/**
     * Parses raw [rawImports] and appends them to the list of code fragment imports.
     *
     * Import strings must be separated by the [IMPORT_SEPARATOR].
     * Each import must be either a qualified name to import (e.g., 'foo.bar'), or a complete text representation of an import directive
     * (e.g., 'import foo.bar as baz').
     *
     * Note that already present import directives will be ignored.
     *
     * @return `true` if new import directives were added.
     */",aca9
fun foo(),{},"// FIR_IDENTICAL
// MODULE: m1-common
// FILE: common.kt",519f
fun ff(l: Any),= l,// FIR_IDENTICAL,cd92
fun test(),"{
    val outerBuildee = <!NEW_INFERENCE_NO_INFORMATION_FOR_PARAMETER!>build<!> outerBuild@ {
        val middleBuildee = <!NEW_INFERENCE_NO_INFORMATION_FOR_PARAMETER!>build<!> middleBuild@ {
            val innerBuildee = build innerBuild@ {
                this@outerBuild.setTypeVariable(TargetType())
                this@middleBuild.setTypeVariable(TargetType())
                this@innerBuild.setTypeVariable(TargetType())
            }","// ISSUE: KT-49160
// CHECK_TYPE_WITH_EXACT",fe98
fun setTypeVariable(value: TV),{ storage = value },"// exact type equality check — turns unexpected compile-time behavior into red code
            // considered to be non-user-reproducible code for the purposes of these tests",7aec
fun foo(),"}
expect open class BaseAImpl() : BaseA

<!ABSTRACT_CLASS_MEMBER_NOT_IMPLEMENTED!>class DerivedA1<!> : BaseAImpl()
class DerivedA2 : BaseAImpl() {
    override  = super.<!ABSTRACT_SUPER_CALL!>foo<!>()
}","// MODULE: m1-common
// FILE: common.kt",519f
fun box(),": String {
    val vector = java.util.Vector<Int>()
    vector.add(1)
    vector.add(2)
    vector.add(3)

    var sum = 0
    for(e in vector.elements()) {
        sum += e
    }","// TARGET_BACKEND: JVM

// WITH_STDLIB
// FULL_JDK",4f27
fun x(),"fun interface I {
        
    }","// MODULE: m1
// FILE: J.java",7869
fun foo(s: String),= I,"// TARGET_BACKEND: JVM
// !LANGUAGE: +InlineClasses
// MODULE: lib
// USE_OLD_INLINE_CLASSES_MANGLING_SCHEME
// FILE: 1.kt",b751
fun useR(r: R),"{
    if (r.x as String != ""OK"") throw AssertionError(""$r"")
}","// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses",064d
fun intfMethod(),{},"// MODULE: lib
// FILE: lib.kt",3ae3
fun foo(),"{
    if (1==1) {
        1.javaClass
    }","// TARGET_BACKEND: JVM

// WITH_STDLIB",519f
fun checkTrue(),= S,"// TARGET_BACKEND: JVM
// ASSERTIONS_MODE: jvm
// WITH_STDLIB",6a1b
fun foo(),{},// ISSUE: KT-58754,519f
fun box(),= e,// FUNCTION: kotlin.test.assertEquals,4f27
fun test(),"{
    val b: Int
    run { b = 1 }","// ISSUE: KT-41198, KT-59860",fe98
fun box(),": String {
    class MyClass {
        fun ok(): String {
            class InternalClass {
                fun getOk(): String = ""OK""
            }","// CHECK_FUNCTION_EXISTS: box$MyClass TARGET_BACKENDS=JS_IR
// CHECK_FUNCTION_EXISTS: box$MyClass$ok$InternalClass TARGET_BACKENDS=JS_IR",4f27
fun box(),": String {
    val first = Derived().a
    if (first != ""OK"") return first
    val d = Derived()
    if (d::a.get() != ""OK"") return d::a.get()
    d.a = ""12""
    if (d.a != ""12"") return ""Error writing: ${d.a}","// TARGET_BACKEND: JVM_IR
// Field VS property: case 2.1
// See KT-54393 for details

// FILE: BaseJava.java",4f27
fun foo(),"}

class OverrideMethod : AbstractClass() {
    override fun f<caret>oo() {
    }","// PSI: org.jetbrains.kotlin.light.classes.symbol.methods.SymbolLightSimpleMethod
// EXPECTED: java.lang.Override",519f
"fun foo(x: T, y: T)",{},// !DIAGNOSTICS: -UNUSED_PARAMETER,8cc7
fun box(),": String {
    val x = MyValue(""A"", ""B"", ""C"")
    val result = x.defaultValue + x.privateValue + x.publicValue;
    return if (result == ""ABC"") ""OK"" else ""Error: $x""
}","// ISSUE: KT-51092
// FILE: MyValue.java",4f27
fun box(),": String {
    assertEquals(""x"", ::x.name)
    assertEquals(""y"", ::y.name)
    assertEquals(""MAGIC_NUMBER"", ::MAGIC_NUMBER.name)

    assertEquals(1, ::x.call())
    assertEquals(1, ::x.getter.call())

    assertEquals(239, ::y.call())
    assertEquals(239, ::y.getter.call())

    assertEquals(42, ::MAGIC_NUMBER.call())
    assertEquals(42, ::MAGIC_NUMBER.getter.call())

    assertEquals(Unit, ::x.setter.call(2))
    assertEquals(2, ::x.call())
    assertEquals(2, ::x.getter.call())

    return ""OK""
}","// TARGET_BACKEND: JVM

// KT-11447 Multifile declaration causes IAE: Method can not access a member of class
// WITH_REFLECT
// FILE: Test1.kt",4f27
fun test(),"{
    A.<!DEBUG_INFO_CALL(""fqName: A.Companion.entries; typeCall: variable""), DEPRECATED_ACCESS_TO_ENUM_ENTRY_COMPANION_PROPERTY!>entries<!>
    A.Companion.<!DEBUG_INFO_CALL(""fqName: A.Companion.entries; typeCall: variable"")!>entries<!>

    with(A) {
        <!DEBUG_INFO_CALL(""fqName: A.Companion.entries; typeCall: variable"")!>entries<!>
        this.entries
        <!UNRESOLVED_REFERENCE!>values<!>() // to be sure that we don't resolve into synthetic 'values'
    }","// !LANGUAGE: +EnumEntries -PrioritizedEnumEntries
// WITH_STDLIB
// FIR_DUMP",fe98
"fun toCallInfo(annotation: FirAnnotationCall, reference: FirSimpleNamedReference)",: CallInfo = C,"// Enabling expectedTypeMismatchIsReportedInChecker clarifies error messages:
                                    // It will be reported single ARGUMENT_TYPE_MISMATCH on the array literal in checkApplicabilityForArgumentType
                                    // instead of several TYPE_MISMATCH for every mismatched argument.",7199
fun bar(),= J,// FILE: first/JavaSuperclass.java,66c3
fun foo(),{},// !LANGUAGE: +InlineClasses,519f
fun toLong(),: Long? = T,// !DIAGNOSTICS: -USELESS_ELVIS -UNUSED_EXPRESSION,f543
fun box(),= i,// EXPECTED_REACHABLE_NODES: 1366,4f27
fun foo(),{},// !RENDER_DIAGNOSTICS_MESSAGES,519f
fun create(parcel: Parcel),= -,// WITH_STDLIB,10ab
fun testIncompatibleScriptJvmTargetConfig(),"{
        val configuration = makeConfiguration().apply {
            put(JVMConfigurationKeys.JVM_TARGET, JvmTarget.JVM_1_6)
        }","// The following environment can be disposed right away since it's only needed to compile the bytecode. The test will use a separate
        // environment managed by `GenericReplCompiler`.",3a21
fun box(),= A,// EXPECTED_REACHABLE_NODES: 1285,4f27
fun box(),": String {
    val ax: Any? = 0L
    val an: Any? = null
    val bx: Long = 0L
    val by: Long = 1L

    return when {
        0L != nx -> ""Fail 0""
        1L == nx -> ""Fail 1""
        !(0L == nx) -> ""Fail 2""
        !(1L != nx) -> ""Fail 3""
        x != nx -> ""Fail 4""
        y == nx -> ""Fail 5""
        !(x == nx) -> ""Fail 6""
        !(y != nx) -> ""Fail 7""
        0L == nn -> ""Fail 8""
        !(0L != nn) -> ""Fail 9""
        x == nn -> ""Fail 10""
        !(x != nn) -> ""Fail 11""
        0L != ax -> ""Fail 12""
        1L == ax -> ""Fail 13""
        !(0L == ax) -> ""Fail 14""
        !(1L != ax) -> ""Fail 15""
        x != ax -> ""Fail 16""
        y == ax -> ""Fail 17""
        !(x == ax) -> ""Fail 18""
        !(y != ax) -> ""Fail 19""
        bx != ax -> ""Fail 20""
        by == ax -> ""Fail 21""
        !(bx == ax) -> ""Fail 22""
        !(by != ax) -> ""Fail 23""
        0L == an -> ""Fail 24""
        !(0L != an) -> ""Fail 25""
        x == an -> ""Fail 26""
        !(x != an) -> ""Fail 27""
        bx == an -> ""Fail 28""
        !(bx != an) -> ""Fail 29""
        else -> ""OK""
    }",// Auto-generated by GeneratePrimitiveVsObjectEqualityTestData. Do not edit!,4f27
"fun test1(local: Int, nonLocal: String, doNonLocal: Boolean)",": String {

    val localResult = doCall(
            fun (): Int {
                if (doNonLocal) {
                    return@test1 nonLocal
                }",// FILE: 2.kt,5e68
fun main(),"{
    assertFailsWith<AssertionError> {
        @OptIn(kotlin.experimental.ExperimentalNativeApi::class)
        assert(false)
    }","// KIND: STANDALONE_NO_TR
// IGNORE_NATIVE: optimizationMode=OPT",d987
"fun <T> foo(t1: T, t2: T)",= t,// !DIAGNOSTICS: -NOTHING_TO_INLINE,ede6
fun bar(x: Int),: Int = x,// !DIAGNOSTICS: -DEBUG_INFO_SMARTCAST,948a
fun getO(),": R

    abstract fun getK() : R

    abstract fun getParam() : R
}

inline fun <R> doWork(crossinline jobO: ()-> R, crossinline jobK: ()-> R, param: R) : A<R> {
    val s = object : A<R>() {

        override : R {
            return jobO()
        }","// NO_CHECK_LAMBDA_INLINING
// FILE: 1.kt",273a
fun bar(s: Any),": Int {
    return s.hashCode()
}",// FIR_IDENTICAL,1ca8
fun box(),": String {
    assertNotNull(s.ptr)
    assertNotNull(u.ptr)
    assertNotNull(array)

    assertEquals(""initial"", getContent(s.ptr)?.toKString())
    setContent(s.ptr, ""yo"")
    val ptr = getContent(s.ptr)
    assertEquals(""yo"", ptr?.toKString())

    assertEquals(0.0, getDouble(u.ptr))
    setDouble(u.ptr, Double.MIN_VALUE)
    assertEquals(Double.MIN_VALUE, getDouble(u.ptr))

    for (i in 0 until arrayLength()) {
        assertEquals(0x0, array[i])
    }","// FREE_CINTEROP_ARGS: -header incompleteTypes.h

// TARGET_BACKEND: NATIVE
// MODULE: cinterop
// FILE: incompleteTypes.def",4f27
fun isCast(),"{
    if (J.staticFinalJava is String) {
        <!SMARTCAST_IMPOSSIBLE!>J.staticFinalJava<!>.length
        (J.staticFinalJava as String).length
    }","// FIR_IDENTICAL
// SKIP_TXT

// MODULE: lib
// FILE: J.java",cc2b
fun baz(),{},// Should be mapped to java.lang.Throwable,b22f
fun test(),"{
            if (::public.isInitialized) throw AssertionError(""Fail 1"")
            public = ""OK""
            if (public != ""OK"") throw AssertionError(""Fail 2"")

            if (::private.isInitialized) throw AssertionError(""Fail 3"")
            private = ""OK""
            if (private != ""OK"") throw AssertionError(""Fail 4"")
        }","// LANGUAGE: -NativeJsProhibitLateinitIsInitializedIntrinsicWithoutPrivateAccess
// WITH_STDLIB",fe98
fun box(),": String {
    A.x[0] += 1
    if (A.x[0] != 1) return ""Fail 1: ${A.x[0]}",// WITH_STDLIB,4f27
fun foo(),": T;
    fun bar(o: T);
}

abstract class B : Java1<Int>   //Kotlin ← Java ← Kotlin

class C(override var a: Int?) : Java1<Int> {    //Kotlin ← Java ← Kotlin with explicit override
    override fun bar(o: Int?) { }","// SKIP_KT_DUMP
// TARGET_BACKEND: JVM
// FULL_JDK

// FILE: Java1.java",519f
fun k(),= B,"// LANGUAGE: +MultiPlatformProjects

// MODULE: common
// TARGET_PLATFORM: Common
// FILE: common.kt",20fe
fun foo(),{},"// FIR_IDENTICAL
// !CHECK_TYPE",519f
fun fromKind(kind: String),": JsModuleKind =
            J","// DO NOT EDIT MANUALLY!
// Generated by org/jetbrains/kotlin/generators/arguments/GenerateGradleOptions.kt
// To regenerate run 'generateGradleOptions' task",fef1
fun box(),": String {
    val property = TestChild::class.memberProperties.first { it.name == ""id"" }","// TARGET_BACKEND: JVM

// WITH_REFLECT
// KT-8131 Cannot find backing field in ancestor class via reflection",4f27
fun ff(a: Any),= a,// FIR_IDENTICAL,e9f0
fun box(),": String {
    return A<Inner<String>>().inner.result
}","// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// IGNORE_BACKEND: JVM
// LANGUAGE: +ValueClasses, +GenericInlineClassParameter",4f27
fun foo(a: Any),"{
    if (a is A) {
        if (a == (a == 1)) {
            println(1)
        }",// ISSUE: KT-35134,e406
fun platformTest(),"}

// FILE: main.kt
import common.*
import kotlin.test.Test

actual class PlatformTest {
    @Test actual  {}","// EXPECTED_REACHABLE_NODES: 1697
// !LANGUAGE: +MultiPlatformProjects
// TARGET_FRONTEND: ClassicFrontend
// FIR status: expect/actual in one module
// KJS_WITH_FULL_RUNTIME
// SKIP_DCE_DRIVEN
// RUN_UNIT_TESTS
// ES_MODULES

// FILE: lib.kt",5226
fun test(p: T),{},"// FIR_IDENTICAL
// !JVM_TARGET: 1.8",bfc4
fun getX(),": Int
}

abstract class C : T {
    val x: Int
        <!ACCIDENTAL_OVERRIDE!>get() = 1<!>
}",// FIR_IDENTICAL,5bf4
fun A_X(),{},// !LANGUAGE: -ProhibitVisibilityOfNestedClassifiersFromSupertypesOfCompanion,0645
fun test(),": Int {
    val d: Any?
    d = true
    return d.compareTo(false)
}",// JVM_TARGET: 1.8,fe98
fun describeContents(),= 1,"// CURIOUS_ABOUT describeContents
// WITH_STDLIB",5ed2
fun toString(),": String =
            j","// TARGET_BACKEND: JVM
// WITH_STDLIB

// FILE: kt46578_anonObject.kt",a535
fun foo(root: String),"{
    try {
        root.let { _ ->
            try {
                if (!random()) {
                    message += root
                    return
                }",// FILE: 2.kt,8b32
fun run(),"fun test(noinline c: () -> Unit) {
    c()
    val o = object: Runnable {
        override  {
            c()
        }","// !DIAGNOSTICS: -UNUSED_VARIABLE -NOTHING_TO_INLINE
// SKIP_TXT
// WITH_COROUTINES",354f
fun box(),": String {
    val s = StringBuilder()

    val xs = StringBuilder(""abcd"")

    for ((index, x) in xs.withIndex()) {
        s.append(""$index:$x;"")
        xs.setLength(0)
    }",// WITH_STDLIB,4f27
fun makeGlobalStruct(),"{
        val top = elements.scopes.first()
        outputStreamWriter = headerFile.printWriter()

        val exportedSymbol = ""${prefix}","// Add nullable primitives, which are used in prototypes of ""(*createNullable<PRIMITIVE_TYPE_NAME>)""",49c2
fun iterator(),: UIntIterator = U,// !LANGUAGE: +InlineClasses,c20a
fun test(),"{
    J.c(Comparator { a, b -> b - a }","// FIR_IDENTICAL
// FILE: p/J.java",fe98
fun fo<caret>o(),"{
    class OriginalClass {
        val prop = 0

        @Anno(""function $prop"")
        fun <@Anno(""type param $prop"") F : @Anno(""bound $prop"") List<@Anno(""nested bound $prop"") List<@Anno(""nested nested bound $prop"") String>>> @receiver:Anno(""receiver annotation: $prop"") @Anno(""receiver type $prop"") Collection<@Anno(""nested receiver type $prop"") List<@Anno(""nested nested receiver type $prop"")String>>.explicitType(@Anno(""parameter annotation $prop"") param: @Anno(""parameter type $prop"") ListIterator<@Anno(""nested parameter type $prop"") List<@Anno(""nested nested parameter type $prop"")String>>): @Anno(""explicitType return type $prop"") List<@Anno(""explicitType nested return type $prop"") List<@Anno(""explicitType nested nested return type $prop"") Int>> = 0
    }",// BODY_RESOLVE,92b3
fun box(),": String {
    try {
        remove()
    }",// This test checks that bytecode optimizer doesn't crash on unreachable code.,4f27
fun b(),: T = T,"// SKIP_TXT
// !DIAGNOSTICS: -UNUSED_PARAMETER",4df1
fun doSomething(),: Boolean = t,// FIR_IDENTICAL,877b
fun test1(b: Boolean),": String {
    val localResult = doCall local@ {
        if (b) {
            return@local ""local""
        }",// FILE: 2.kt,c566
fun foo(),": Any?
}
interface Two {
    public : String?
}",// !DIAGNOSTICS: -CONFLICTING_JVM_DECLARATIONS,519f
fun toString(),": String = ""","// FIR_IDENTICAL
// ISSUE: KT-62866
// WITH_STDLIB
// FIR_DUMP",a535
fun box(),": String {
    val targets = A::class.java.getAnnotation(java.lang.annotation.Target::class.java).value
    if (targets.toList().toString() != ""[TYPE, FIELD, METHOD, PARAMETER, CONSTRUCTOR, LOCAL_VARIABLE, ANNOTATION_TYPE]"")
        return ""Fail: Java annotation target list should not contain TYPE_USE/TYPE_PARAMETER: ${targets.toList()}","// This test checks that we don't generate target TYPE_USE if `-Xno-new-java-annotation-targets` is used.
// It's important that this test depends on _full JDK_, which has ElementType.TYPE_USE, to check that filtering based on
// the compiler argument is taking place.

// TARGET_BACKEND: JVM
// IGNORE_BACKEND: JVM
// NO_NEW_JAVA_ANNOTATION_TARGETS
// FULL_JDK
// WITH_STDLIB",4f27
fun test(ls: Out<B>),"{
    ls.reduce(::Or)
}",// !DIAGNOSTICS: -UNUSED_PARAMETER,17d2
fun foo(),= <,// StackOverflow,519f
fun test_0(b: Boolean),: String = w,"// FIR_IDENTICAL
// !LANGUAGE: +ProhibitSimplificationOfNonTrivialConstBooleanExpressions
// ISSUE: KT-39883

// Should always work",17e4
fun foo(a: A),"{
    a.s4ClassRepresentation.length
}","// FIR_IDENTICAL
// SKIP_TXT
// FILE: A.java",05b4
fun f(),= 3,"// EXPECTED_REACHABLE_NODES: 1288
// FILE: A.kt",f6fb
fun f(),= 6,// FILE: B.kt,f6fb
fun test(),"{
    val processor = AdapterProcessor<PsiMethod, PsiClass>(
        Function { method: PsiMethod? -> method?.containingClass }","// !DIAGNOSTICS: -UNUSED_VARIABLE

// FILE: Function.java",fe98
fun box(),": String {
    val d = Derived()
    return d::a.get()
}","// TARGET_BACKEND: JVM_IR
// IGNORE_BACKEND_K1: JVM_IR
// Field VS property: case ""reference""

// FILE: BaseJava.java",4f27
fun bar(),: Array<A> = n,// FIR_IDENTICAL,66c3
fun main(a: A),"{
    a.foo(<!JAVA_TYPE_MISMATCH!>a.bar()<!>)
}","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_VARIABLE
// FILE: A.java",c1f5
fun <T> consumeLongAndMaterialize(x: Long),: T = n,"// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_PARAMETER -UNCHECKED_CAST -UNUSED_EXPRESSION",28ab
fun foo(t: String),{},"// SKIP_KT_DUMP
// FIR_IDENTICAL
// TARGET_BACKEND: JVM

// FILE: Java1.java",2230
fun foo(),{},// WITH_REFLECT,519f
fun test(),": Int {
        return x
    }",// FILE: Base.kt,fe98
fun test(),"{
    val t = X.E.t
    <!DEBUG_INFO_EXPRESSION_TYPE(""(X<(I<(kotlin.Any..kotlin.Any?)>..I<(kotlin.Any..kotlin.Any?)>?), (kotlin.Any..kotlin.Any?), (I<(kotlin.Any..kotlin.Any?)>..I<(kotlin.Any..kotlin.Any?)>?)>..X<out (I<*>..I<*>?), *, out (I<*>..I<*>?)>?)"")!>t<!>
    t.id // should be OK
}","// WITH_STDLIB
// FULL_JDK

// FILE: X.java",fe98
fun box(),= e,// FUNCTION: infix.dispatch.Wrapper.mustEqual,4f27
fun test(x: A),"{
    if (x !is C) return
    if (x is B) {
        x.<!OVERLOAD_RESOLUTION_AMBIGUITY!>foo<!>.<!DEBUG_INFO_MISSING_UNRESOLVED!>foo<!>
        x.getFoo().foo
    }","// ISSUE: KT-10879
// FILE: A.java",1cb3
"fun main(default: PolicyFromDefault, nickname: PolicyFromNickname)","{
    default.foo(<!NULLABILITY_MISMATCH_BASED_ON_JAVA_ANNOTATIONS!>null<!>).length
    default.foo(""hello"").length

    nickname.foo(<!NULL_FOR_NONNULL_TYPE!>null<!>).length
    nickname.foo(""hello"").length
}","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_VARIABLE -UNUSED_PARAMETER
// JSR305_GLOBAL_REPORT: warn

// FILE: NonNullApi.java",f197
"fun commonFunctionWithActualization(commonActualization: MyCommonClassWithActualization, common: MyCommonClass)","expect var commonVariableWithActualization: MyCommonClassWithActualization

fun commonFunction1(commonActualization: MyCommonClassWithActualization, common: MyCommonClass) {

}","// mypack.MyFacadeKt
// SKIP_IDE_TEST
// MODULE: main-common
// FILE: commonFile1.kt",37f5
fun run(),"fun interface KRunnable {
    
}","// TARGET_BACKEND: JVM
// JVM_TARGET: 1.8
// SAM_CONVERSIONS: INDY

// CHECK_BYTECODE_TEXT
// JVM_IR_TEMPLATES
// 1 java/lang/invoke/LambdaMetafactory",354f
fun main(),"{
    <!NEW_INFERENCE_NO_INFORMATION_FOR_PARAMETER!>test<!> {

    }","// !DIAGNOSTICS: -UNREACHABLE_CODE
//KT-2445 Calling method with function with generic parameter causes compile-time exception",d987
fun f(q: Any),= q,// FIR_IDENTICAL,9cac
fun <T> parseAs(dataClass : MyClass<T>),": T {
        throw Exception()
    }","// FIR_IDENTICAL
// !CHECK_TYPE

//KT-2505 Type mismatch: inferred type is T but T was expected",3530
"fun test(a: Char, b: Char)",": String {
    var s = """"
    for (i in a..<b) {
        s += i
    }","// !OPT_IN: kotlin.ExperimentalStdlibApi
// IGNORE_BACKEND: JVM

// IMPORTANT!
// Please, when your changes cause failures in bytecodeText tests for 'for' loops,
// examine the resulting bytecode shape carefully.
// Range and progression-based loops generated with Kotlin compiler should be
// as close as possible to Java counter loops ('for (int i = a; i < b; ++i) { ... }').
// Otherwise it may result in performance regression due to missing HotSpot optimizations.
// Run Kotlin compiler benchmarks (https://github.com/Kotlin/kotlin-benchmarks)
// with compiler built from your changes if you are not sure.",1436
fun f(),{},// TARGET_BACKEND: JVM_IR,f6fb
fun box(),": String {
    val list1 = ArrayList<Int>()
    val range1 = 1..<5
    for (i in range1) {
        list1.add(i)
        if (list1.size > 23) break
    }","// DONT_TARGET_EXACT_BACKEND: JVM
// Auto-generated by org.jetbrains.kotlin.generators.tests.GenerateRangesCodegenTestData. DO NOT EDIT!
// !LANGUAGE: +RangeUntilOperator
// WITH_STDLIB",4f27
fun printMessages(),"{
    Message.HELLO.text!!
    <!DEBUG_INFO_SMARTCAST!>Message.HELLO.text<!>.length

    <!DEBUG_INFO_SMARTCAST!>Message.NOTHING.text<!>.length

    Message.NOTHING.text<!UNNECESSARY_NOT_NULL_ASSERTION!>!!<!>
    <!DEBUG_INFO_SMARTCAST!>Message.NOTHING.text<!>.length
}","// !LANGUAGE: -SoundSmartcastForEnumEntries
// !DIAGNOSTICS: -UNUSED_VARIABLE
// SKIP_TXT",6a16
