signature,body,docstring,id
"fun serialize(encoder: Encoder, value: Dummy)",: Unit = T,,f4b5
fun deserialize(decoder: Decoder),: DummyBox<String> = T,,8000
"fun serialize(encoder: Encoder, value: DummyBox<String>)",: Unit = T,,1d27
fun deserialize(decoder: Decoder),: Dummy = T,,8000
"fun serialize(encoder: Encoder, value:Dummy)",: Unit = T,,3eba
fun deserialize(decoder: Decoder),: DummySpecified = T,,8000
"fun serialize(encoder: Encoder, value:DummySpecified)",: Unit = T,,f547
fun box(),": String {
    val descs = Holder.serializer().descriptor.elementDescriptors.toList()
    assertEquals(""ClassSerializerGeneric"", descs[0].serialName)
    assertEquals(""ClassSerializerDummy"", descs[1].serialName)
    assertEquals(""ObjectSerializerGeneric"", descs[2].serialName)
    assertEquals(""ObjectSerializerDummy"", descs[3].serialName)
    assertEquals(""ClassSerializerOnClass"", descs[4].serialName)
    return ""OK""
}",,4f27
No signature found,fun <R> build(block: TestInterface<R>.() -> Unit): R = T,"// !LANGUAGE: +UnrestrictedBuilderInference
// !DIAGNOSTICS: -DEPRECATION -UNCHECKED_CAST -OPT_IN_IS_NOT_ENABLED
// WITH_STDLIB
// ISSUE: KT-61250 (for K2/PCLA difference)

// FILE: main.kt",6e1f
No signature found,fun <R> build2(block: TestInterface<R>.() -> Unit): R = T,,6e1f
fun emit(r: R),"fun get(): R
    fun getInv(): Inv<R>
    fun getOut(): Inv<out R>
    fun getIn(): Inv<in R>
}

class Inv<T>

fun <K> captureOut(x: Inv<out K>): K = n",,cdd5
fun <K> captureIn(x: Inv<out K>),: K = n,,62df
fun <K> capture(x: Inv<K>),: K = n,,55d9
fun main(),"{
    build {
        emit("""")
        getInv()
        captureOut(getInv())
        captureIn(getInv())

        // K is fixed into CapturedType(out NotFixed: TypeVariable(R))
        <!NEW_INFERENCE_NO_INFORMATION_FOR_PARAMETER!>capture<!>(<!ARGUMENT_TYPE_MISMATCH!>getOut()<!>)
        """"
    }",,d987
No signature found,"fun ClassDescriptor.hasCreatorField(): Boolean {
        val companionObject = companionObjectDescriptor ?: return false

        if (companionObject.name == CREATOR_NAME) {
            return true
        }",,6e1f
No signature found,"fun ClassDescriptor.isParcelizeClassDescriptor(parcelizeAnnotations: List<FqName>)
        = k",,6e1f
No signature found,fun ClassDescriptor.hasSyntheticDescribeContents() = h,,6e1f
No signature found,fun ClassDescriptor.hasSyntheticWriteToParcel() = h,,6e1f
No signature found,"fun ClassDescriptor.findFunction(componentKind: ParcelizeSyntheticComponent.ComponentKind): SimpleFunctionDescriptor? {
        return unsubstitutedMemberScope
            .getContributedFunctions(Name.identifier(componentKind.methodName), NoLookupLocation.WHEN_GET_ALL_DESCRIPTORS)
            .firstOrNull { (it as? ParcelizeSyntheticComponent)?.componentKind == componentKind }",,6e1f
No signature found,"fun ClassDescriptor.hasParcelizeSyntheticMethod(componentKind: ParcelizeSyntheticComponent.ComponentKind): Boolean {
        val methodName = Name.identifier(componentKind.methodName)

        val writeToParcelMethods = unsubstitutedMemberScope
            .getContributedFunctions(methodName, NoLookupLocation.FROM_BACKEND)
            .filter { it is ParcelizeSyntheticComponent && it.componentKind == componentKind }",,6e1f
No signature found,"fun inlineFun(b: () -> Unit) {
    if (DEBUG) {
        inlineFunReal(b)
    }","// CHECK_STATE_MACHINE
// WITH_COROUTINES
// NO_CHECK_LAMBDA_INLINING
// WITH_STDLIB
// FILE: test.kt",6e1f
No signature found,"fun inlineFunReal(b: () -> Unit) {
    try {
        b()
    }",,6e1f
No signature found,"fun builder(c: suspend () -> Unit) {
    c.startCoroutine(CheckStateMachineContinuation)
}",,6e1f
fun test(),"{
        inlineFun {
            builder {
                inlineFun {
                    suspendFun()
                    suspendFun()
                }",// FILE: box.kt,fe98
fun suspendFun(),= S,,c386
fun box(),": String {
    StateMachineChecker.reset()
    Sample().test()
    StateMachineChecker.check(0, checkFinished = false)
    return ""OK""
}",,4f27
fun mapConstEnumEntry(entry: IrEnumEntry),": Int =
        e",,10f3
"fun mapRuntimeEnumEntry(builder: IrBuilderWithScope, subject: IrExpression)",": IrExpression =
        b",,acb9
fun lower(irFile: IrFile),"{
        visitFile(irFile)
    }",,a3a5
fun visitBlock(expression: IrBlock),": IrExpression {
        expression.transformChildrenVoid()

        // NB: See BranchingExpressionGenerator to get insight about `when` block translation to IR.
        if (expression.origin != IrStatementOrigin.WHEN) {
            return expression
        }",,ba88
"fun possibleToGenerateJumpTable(irWhen: IrWhen, subject: IrVariable)",": Boolean {
        for (irBranch in irWhen.branches) {
            val condition = irBranch.condition as? IrCall ?: continue
            if (condition.symbol != context.irBuiltIns.eqeqSymbol)
                return false

            val lhs = condition.getValueArgument(0)!!
            val rhs = condition.getValueArgument(1)!!
            val other = getOther(lhs, rhs, subject)
            if (other is IrCall) {
                return false
            }",// when-block with subject should have two children: temporary variable and when itself.,7d19
"fun getOther(lhs: IrExpression, rhs: IrExpression, subject: IrVariable)",": IrExpression? {
        return when {
            lhs is IrGetValue && lhs.symbol.owner == subject ->
                rhs
            rhs is IrGetValue && rhs.symbol.owner == subject ->
                lhs
            else ->
                return null
        }",,9714
"fun transformBranches(
        irWhen: IrWhen,
        subject: IrVariable,
        subjectOrdinalProvider: Lazy<IrVariable>
    )",": IrExpression {
        for (irBranch in irWhen.branches) {
            irBranch.condition = transformBranchSubexpression(irBranch.condition, subject, subjectOrdinalProvider)
            irBranch.result = transformBranchSubexpression(irBranch.result, subject, subjectOrdinalProvider)
        }",,10d9
"fun transformBranchSubexpression(
        irExpression: IrExpression,
        subject: IrVariable,
        subjectOrdinalProvider: Lazy<IrVariable>
    )",": IrExpression =
        w",,0bcc
"fun transformEnumEquals(
        expression: IrCall,
        subject: IrVariable,
        subjectOrdinalProvider: Lazy<IrVariable>
    )",": IrExpression {
        // We are looking for branch that is a comparison of the subject and another enum entry.
        if (expression.symbol != context.irBuiltIns.eqeqSymbol) {
            return expression
        }",,13f8
fun toString(),= t,,a535
No signature found,"fun SourceText.hasAnythingButComments(): Boolean =
    d",,6e1f
No signature found,"fun NumberedSourceLine.getExistingPackageName(): PackageName? =
    t",,6e1f
No signature found,"fun SourceText.dropNonMeaningfulLines(): Sequence<NumberedSourceLine> {
    var inMultilineComment = false

    return lineSequence()
        .mapIndexed { lineNumber, line -> NumberedSourceLine(lineNumber, line.trim()) }",,6e1f
No signature found,fun SourceLine.isMeaningfulLine() = i,,6e1f
fun getTag(),: Tag<*> = t,"// KT-42036
// IGNORE_BACKEND: JS_IR

// KT-61141: getTag() throws kotlin.Exception instead of java.lang.Exception
// IGNORE_BACKEND: NATIVE",dab7
fun doAction(),"{
    getTag().action
}",,74ad
fun <T> test(a: Base<B>),where T: Base<A> = a,// FIR_IDENTICAL,9ce9
No signature found,"fun UIntArray.elementAtOrElse(index: Int, defaultValue: (Int) -> UInt): UInt {
    return if (index >= 0 && index <= lastIndex) get(index) else defaultValue(index)
}",,6e1f
No signature found,"fun UIntArray.first(): UInt {
    return storage.first().toUInt()
}",,6e1f
No signature found,"fun ULongArray.first(): ULong {
    return storage.first().toULong()
}",,6e1f
No signature found,"fun UByteArray.first(): UByte {
    return storage.first().toUByte()
}",,6e1f
No signature found,"fun UShortArray.first(): UShort {
    return storage.first().toUShort()
}",,6e1f
fun component1(),: String = a,,fd7c
fun component2(),: String = b,,e66b
No signature found,fun S.component3() = (,,6e1f
fun box(),": String {
    val (o,k,ok,ok2) = S(""O"",""K"")
    return o + k + ok + ok2
  }",,4f27
No signature found,fun S.component4() = (,,6e1f
fun box(),= T,,4f27
fun plusK(s: String),= s,"// TARGET_BACKEND: JVM
// JVM_TARGET: 1.8
// SAM_CONVERSIONS: INDY
// FULL_JDK

// CHECK_BYTECODE_TEXT
// JVM_IR_TEMPLATES
// 2 java/lang/invoke/LambdaMetafactory

// FILE: serializableTopLevelFunRefAsGenericInterface.kt",4574
fun box(),": String {
    return roundtrip(Sam<String>(::plusK))
        .get(""O"")
}",,4f27
fun <T> roundtrip(x: T),": T {
    val out1 = ByteArrayOutputStream()
    ObjectOutputStream(out1).writeObject(x)
    return ObjectInputStream(ByteArrayInputStream(out1.toByteArray())).readObject() as T
}",,2092
fun foo(s: String),{},,b751
fun test(a: A),"{
    foo(""$a"")
}",,a3e0
fun getFoo(),": F
    <!NOTHING_TO_OVERRIDE!>override<!> fun getBar(): F
}

interface D1 : JA<String>, KB<String>
interface E1 : D1 {
    override : String
    override fun getBar(): String
}",// FILE: JA.java,5fb9
fun getFoo(),": String
    override fun getBar(): String
}

fun main(
    d1: D1, e1: E1,
    d2: D2, e2: E2,
) {
    d1.foo
    d1.<!UNRESOLVED_REFERENCE!>bar<!>
    e1.foo
    e1.<!UNRESOLVED_REFERENCE!>bar<!>

    d2.foo
    d2.<!UNRESOLVED_REFERENCE!>bar<!>
    e2.foo
    e2.<!UNRESOLVED_REFERENCE!>bar<!>
}",,5fb9
No signature found,"fun if1(f: (Int) -> Int, a: Int, b: Int, c: Int): Int {
    val result = f(a)

    if (result == b) {
        return f(a)
    }",// EXPECTED_REACHABLE_NODES: 1281,6e1f
fun test(x: Int),": Int {
    val test1 = if1({ it }",,b707
fun box(),": String {
    var result = test(2)
    if (result != 2) return ""fail1: $result""

    result = test(100)
    if (result != 3) return ""fail2: $result""

    return ""OK""
}",,4f27
fun test(d: DataClass),"{
    val (x) = d
    val c = d.component1()
}","// !OPT_IN: kotlin.RequiresOptIn
// FILE: api.kt


// MODULE: A",b692
No signature found,"fun TestConfigurationBuilder.configureFrontend() {
        globalDefaults {
            frontend = FrontendKinds.FIR
        }",,6e1f
fun getPackageNames(),: Set<String> = e,,46ae
fun getTopLevelClassifierNamesInPackage(packageFqName: FqName),: Set<Name> = e,,24ca
fun getTopLevelCallableNamesInPackage(packageFqName: FqName),: Set<Name> = e,,446c
fun getClassLikeSymbolByClassId(classId: ClassId),": FirClassLikeSymbol<*>? {
        if (!classId.mayBeSyntheticFunctionClassName()) return null
        if (classId.packageFqName !in combinedPackageNames) return null

        return providers.firstNotNullOfOrNull { it.getClassLikeSymbolByClassId(classId) }",,69c5
No signature found,"fun getTopLevelCallableSymbolsTo(destination: MutableList<FirCallableSymbol<*>>, packageFqName: FqName, name: Name) {
    }",,6e1f
"fun getTopLevelFunctionSymbolsTo(destination: MutableList<FirNamedFunctionSymbol>, packageFqName: FqName, name: Name)","{
    }",,a36b
"fun getTopLevelPropertySymbolsTo(destination: MutableList<FirPropertySymbol>, packageFqName: FqName, name: Name)","{
    }",,5589
fun getPackage(fqName: FqName),: FqName? = f,,aaa4
"fun merge(session: FirSession, providers: List<FirSyntheticFunctionInterfaceProviderBase>)",": FirSymbolProvider? =
            i",,0a00
fun box(),": String {
    var state = 0
    val name = (state++)::toString.name
    if (name != ""toString"") return ""Fail 1: $name""

    val name2 = with(state++) {
        ::toString.name
        ::toString.name
        ::toString.name
    }",// SKIP_SOURCEMAP_REMAPPING,4f27
No signature found,"fun <reified T : Any> Array<*>.isArrayOf(): Boolean =
    T",,6e1f
No signature found,"fun MutableList<String>.addNonEmpty(elements: List<String>) {
        addAll(elements.filter { it.isNotEmpty() }",,6e1f
fun runTool(vararg command: String),"=
            C",,952f
"fun targetTool(tool: String, vararg arg: String)","{
        val absoluteToolName = ""${platform.absoluteTargetToolchain}",,d3c3
"fun hostLlvmTool(tool: String, vararg arg: String)","{
        val absoluteToolName = ""${platform.absoluteLlvmHome}",,118b
"fun clang(configurables: ClangFlags, bitcodeFile: File, objectFile: File)","{
        val targetTriple = if (configurables is AppleConfigurables) {
            platform.targetTriple.withOSVersion(configurables.osVersionMin)
        }",,ab90
No signature found,fun RelocationModeFlags.Mode.translateToClangCc1Flag() = w,,6e1f
"fun makeObjectFile(bitcodeFile: File, objectFile: File)","=
            w",,592c
fun foo(),{},// !LANGUAGE: -ProhibitVisibilityOfNestedClassifiersFromSupertypesOfCompanion,519f
fun bar(),{},,66c3
fun fas(),{},,d9e8
fun f(),{},,f6fb
fun usage(),{},// FILE: Foo.kt,455a
"fun shouldRenderReturnType(type: KtType, symbol: KtCallableSymbol)",": Boolean

    public object ALWAYS : KtCallableReturnTypeFilter {
        context(KtAnalysisSession)
        override : Boolean {
            return true
        }",,e09d
"fun shouldRenderReturnType(type: KtType, symbol: KtCallableSymbol)",": Boolean {
            return when (symbol) {
                is KtFunctionSymbol -> !type.isUnit
                else -> true
            }",,e09d
fun bar(),{},// FIR_IDENTICAL,66c3
fun foo(),"<!> = """,,519f
fun testCommon(base: Base),"{
    val x = when (base) { // must be Ok
        is A -> 1
        B -> 2
    }","// TARGET_BACKEND: JVM
// !LANGUAGE: +MultiPlatformProjects
// ISSUE: KT-44474

// MODULE: m1-common
// FILE: common.kt",d681
fun testPlatform(base: Base),"{
    val x = when (base) { // must be OK
        is A -> 1
        B -> 2
    }",,74f3
fun box(),"= """,,4f27
No signature found,"fun <R, S> Wrapper.foo(x: R): S = T","// !CHECK_TYPE
// !DIAGNOSTICS: -UNUSED_PARAMETER, -UNUSED_VARIABLE",6e1f
No signature found,"fun Wrapper.fooIntString(x: Int): String = """,,6e1f
No signature found,"fun <T> Wrapper.fooReturnString(x: T): String = """,,6e1f
No signature found,fun <T> Wrapper.fooTakeInt(x: Int): T = T,,6e1f
No signature found,"fun <T, R, S> bar(f: T.(R) -> S): Tripple<T, R, S> = T",,6e1f
No signature found,"fun <T, R, S> baz(x: T, y: R, z: S, f: T.(R) -> S): Tripple<T, R, S> = T",,6e1f
fun test1(),"{
    val x: Wrapper.(String) -> Boolean = Wrapper::foo
    bar<Wrapper, Double, Float>(Wrapper::foo).checkType { _<Tripple<Wrapper, Double, Float>>() }",,fa3b
